year,country,alt,grid,laps,driver_nationality,constructor_nationality,number,q1_millsec,race_month,top_3
1994,UK,153.0,19,4,Italian,British,11,88225.0,7,no
1994,UK,153.0,9,0,British,British,8,86768.0,7,no
1994,UK,153.0,12,0,British,Irish,15,87065.0,7,no
1994,Germany,103.0,1,45,Austrian,Italian,28,103582.0,7,yes
1994,Germany,103.0,12,45,French,French,26,106185.0,7,yes
1994,Germany,103.0,14,45,French,French,25,106290.0,7,yes
1994,Germany,103.0,17,45,Brazilian,British,9,107102.0,7,no
1994,Germany,103.0,16,45,Italian,British,10,106817.0,7,no
1994,Germany,103.0,22,45,French,French,20,108229.0,7,no
1994,Germany,103.0,24,44,Monegasque,French,19,108681.0,7,no
1994,Germany,103.0,3,44,British,British,0,104026.0,7,no
1994,Germany,103.0,26,39,French,British,32,109204.0,7,no
1994,Germany,103.0,25,37,Australian,British,31,108870.0,7,no
1994,Germany,103.0,4,20,German,Italian,5,104268.0,7,no
1994,Germany,103.0,13,19,British,British,8,106218.0,7,no
1994,Germany,103.0,6,17,British,British,2,105146.0,7,no
1994,Germany,103.0,19,15,Dutch,Italian,6,107316.0,7,no
1994,Germany,103.0,5,6,Japanese,British,3,104718.0,7,no
1994,Germany,103.0,2,1,French,Italian,27,104012.0,7,no
1994,Germany,103.0,7,0,British,British,4,105474.0,7,no
1994,Germany,103.0,8,0,Finnish,British,7,105487.0,7,no
1994,Germany,103.0,9,0,German,Swiss,30,105893.0,7,no
1994,Germany,103.0,10,0,British,Irish,15,105911.0,7,no
1994,Germany,103.0,11,0,Brazilian,Irish,14,105939.0,7,no
1994,Germany,103.0,15,0,British,British,12,106630.0,7,no
1994,Germany,103.0,18,0,Italian,Swiss,29,107235.0,7,no
1994,Germany,103.0,20,0,Italian,Italian,23,107402.0,7,no
1994,Germany,103.0,21,0,Italian,British,11,107425.0,7,no
1994,Germany,103.0,23,0,Italian,Italian,24,108295.0,7,no
1994,Hungary,264.0,1,77,German,Italian,5,78258.0,8,yes
1994,Hungary,264.0,2,77,British,British,0,78824.0,8,yes
1994,Hungary,264.0,12,77,Dutch,Italian,6,81141.0,8,yes
1994,Hungary,264.0,6,76,British,British,8,80629.0,8,no
1994,Hungary,264.0,11,76,British,British,4,80984.0,8,no
1994,Hungary,264.0,9,76,French,French,26,80929.0,8,no
1994,Hungary,264.0,20,75,Italian,Italian,24,82379.0,8,no
1994,Hungary,264.0,21,75,French,French,20,82487.0,8,no
1994,Hungary,264.0,25,75,Monegasque,French,19,82899.0,8,no
1994,Hungary,264.0,18,75,French,French,25,82038.0,8,no
1994,Hungary,264.0,23,74,Australian,British,31,82614.0,8,no
1994,Hungary,264.0,4,72,Austrian,Italian,28,80219.0,8,no
1994,Hungary,264.0,22,72,Italian,British,11,82513.0,8,no
1994,Hungary,264.0,16,69,Brazilian,British,9,81873.0,8,no
1994,Hungary,264.0,3,59,British,British,2,80205.0,8,no
1994,Hungary,264.0,13,58,French,Italian,27,81206.0,8,no
1994,Hungary,264.0,15,58,Italian,Italian,23,81837.0,8,no
1994,Hungary,264.0,8,39,German,Swiss,30,80858.0,8,no
1994,Hungary,264.0,24,34,British,British,12,82705.0,8,no
1994,Hungary,264.0,17,30,Italian,Swiss,29,81946.0,8,no
1994,Hungary,264.0,19,30,Italian,British,10,82311.0,8,no
1994,Hungary,264.0,14,21,French,British,7,81498.0,8,no
1994,Hungary,264.0,26,9,French,British,32,84191.0,8,no
1994,Hungary,264.0,5,0,Japanese,British,3,80232.0,8,no
1994,Hungary,264.0,7,0,British,Irish,15,80698.0,8,no
1994,Hungary,264.0,10,0,Brazilian,Irish,14,80952.0,8,no
1994,Belgium,401.0,3,44,British,British,0,141681.0,8,yes
1994,Belgium,401.0,8,44,Finnish,British,7,142441.0,8,yes
1994,Belgium,401.0,6,44,Dutch,Italian,6,142218.0,8,yes
1994,Belgium,401.0,7,44,British,British,2,142359.0,8,no
1994,Belgium,401.0,12,43,British,British,4,144048.0,8,no
1994,Belgium,401.0,14,43,Italian,British,10,145114.0,8,no
1994,Belgium,401.0,17,43,French,French,26,146079.0,8,no
1994,Belgium,401.0,10,43,Italian,Italian,23,143326.0,8,no
1994,Belgium,401.0,18,43,Italian,Italian,24,146738.0,8,no
1994,Belgium,401.0,16,42,French,French,25,146044.0,8,no
1994,Belgium,401.0,25,42,French,British,32,151755.0,8,no
1994,Belgium,401.0,20,41,British,British,12,147155.0,8,no
1994,Belgium,401.0,4,40,British,Irish,15,142074.0,8,no
1994,Belgium,401.0,2,44,German,Italian,5,141494.0,8,no
1994,Belgium,401.0,24,33,Brazilian,British,9,150931.0,8,no
1994,Belgium,401.0,21,29,Australian,British,31,147212.0,8,no
1994,Belgium,401.0,15,27,Italian,Swiss,29,145695.0,8,no
1994,Belgium,401.0,13,24,British,British,8,144117.0,8,no
1994,Belgium,401.0,1,19,Brazilian,Irish,14,141163.0,8,no
1994,Belgium,401.0,23,18,Japanese,British,3,148979.0,8,no
1994,Belgium,401.0,26,15,Belgian,British,11,153885.0,8,no
1994,Belgium,401.0,11,11,Austrian,Italian,28,143895.0,8,no
1994,Belgium,401.0,19,11,French,French,19,146901.0,8,no
1994,Belgium,401.0,9,10,German,Swiss,30,142634.0,8,no
1994,Belgium,401.0,22,3,French,French,20,148156.0,8,no
1994,Belgium,401.0,5,2,French,Italian,27,142202.0,8,no
1994,Italy,162.0,3,53,British,British,0,84158.0,9,yes
1994,Italy,162.0,2,53,Austrian,Italian,28,83978.0,9,yes
1994,Italy,162.0,7,53,Finnish,British,7,85528.0,9,yes
1994,Italy,162.0,16,53,Brazilian,Irish,14,85946.0,9,no
1994,Italy,162.0,15,53,British,British,8,85933.0,9,no
1994,Italy,162.0,5,52,British,British,2,84502.0,9,no
1994,Italy,162.0,12,52,French,French,25,85718.0,9,no
1994,Italy,162.0,24,52,French,French,20,87894.0,9,no
1994,Italy,162.0,20,52,Finnish,Italian,5,86384.0,9,no
1994,Italy,162.0,6,51,French,French,26,85455.0,9,no
1994,Italy,162.0,26,46,Australian,British,31,88619.0,9,no
1994,Italy,162.0,14,45,Japanese,British,3,85889.0,9,no
1994,Italy,162.0,19,43,Brazilian,British,9,86337.0,9,no
1994,Italy,162.0,9,41,British,Irish,15,85568.0,9,no
1994,Italy,162.0,21,39,British,British,4,86574.0,9,no
1994,Italy,162.0,18,30,Italian,Italian,23,86056.0,9,no
1994,Italy,162.0,22,28,Italian,Italian,24,86832.0,9,no
1994,Italy,162.0,11,22,German,Swiss,30,85628.0,9,no
1994,Italy,162.0,8,20,Italian,Swiss,29,85540.0,9,no
1994,Italy,162.0,25,20,French,British,32,88353.0,9,no
1994,Italy,162.0,23,18,French,French,19,87846.0,9,no
1994,Italy,162.0,1,14,French,Italian,27,83844.0,9,no
1994,Italy,162.0,4,13,British,British,12,84374.0,9,no
1994,Italy,162.0,10,0,Dutch,Italian,6,85618.0,9,no
1994,Italy,162.0,13,0,Italian,British,11,85733.0,9,no
1994,Italy,162.0,17,0,Italian,British,10,86002.0,9,no
1994,Portugal,130.0,2,71,British,British,0,80766.0,9,yes
1994,Portugal,130.0,3,71,British,British,2,81033.0,9,yes
1994,Portugal,130.0,4,71,Finnish,British,7,81251.0,9,yes
1994,Portugal,130.0,8,71,Brazilian,Irish,14,81796.0,9,no
1994,Portugal,130.0,10,71,Dutch,Italian,6,82000.0,9,no
1994,Portugal,130.0,7,71,British,British,8,81656.0,9,no
1994,Portugal,130.0,13,70,British,Irish,15,82294.0,9,no
1994,Portugal,130.0,11,70,Brazilian,British,9,82132.0,9,no
1994,Portugal,130.0,16,70,Italian,British,10,82756.0,9,no
1994,Portugal,130.0,21,70,French,French,25,83699.0,9,no
1994,Portugal,130.0,20,70,British,British,12,83408.0,9,no
1994,Portugal,130.0,18,69,Italian,Italian,23,83243.0,9,no
1994,Portugal,130.0,19,69,Italian,Italian,24,83364.0,9,no
1994,Portugal,130.0,23,69,French,French,19,84438.0,9,no
1994,Portugal,130.0,26,67,French,British,32,85649.0,9,no
1994,Portugal,130.0,25,67,Belgian,British,11,85313.0,9,no
1994,Portugal,130.0,15,70,French,French,26,82672.0,9,no
1994,Portugal,130.0,12,61,British,British,4,82288.0,9,no
1994,Portugal,130.0,14,60,Finnish,Italian,5,82369.0,9,no
1994,Portugal,130.0,17,54,Italian,Swiss,29,82885.0,9,no
1994,Portugal,130.0,5,38,French,Italian,27,81517.0,9,no
1994,Portugal,130.0,24,36,Australian,British,31,84514.0,9,no
1994,Portugal,130.0,9,31,German,Swiss,30,81921.0,9,no
1994,Portugal,130.0,22,27,French,French,20,84192.0,9,no
1994,Portugal,130.0,6,26,Japanese,British,3,81590.0,9,no
1994,Portugal,130.0,1,7,Austrian,Italian,28,80608.0,9,no
1994,Spain,37.0,1,69,German,Italian,5,82762.0,10,yes
1994,Spain,37.0,2,69,British,British,0,82892.0,10,yes
1994,Spain,37.0,9,69,Finnish,British,7,84122.0,10,yes
1994,Spain,37.0,10,69,British,Irish,15,84157.0,10,no
1994,Spain,37.0,6,68,Austrian,Italian,28,83677.0,10,no
1994,Spain,37.0,4,68,German,Swiss,30,83431.0,10,no
1994,Spain,37.0,13,68,Japanese,British,3,84738.0,10,no
1994,Spain,37.0,7,68,British,French,25,84040.0,10,no
1994,Spain,37.0,11,68,French,French,26,84432.0,10,no
1994,Spain,37.0,16,68,French,Italian,27,85182.0,10,no
1994,Spain,37.0,8,68,Italian,British,10,84079.0,10,no
1994,Spain,37.0,5,68,Brazilian,Irish,14,83455.0,10,no
1994,Spain,37.0,14,68,British,British,4,84770.0,10,no
1994,Spain,37.0,20,67,Italian,Italian,24,85511.0,10,no
1994,Spain,37.0,17,67,Italian,Italian,23,85294.0,10,no
1994,Spain,37.0,21,67,Italian,British,12,85557.0,10,no
1994,Spain,37.0,19,66,Brazilian,British,9,85427.0,10,no
1994,Spain,37.0,22,66,French,British,11,85595.0,10,no
1994,Spain,37.0,26,64,Italian,British,32,87976.0,10,no
1994,Spain,37.0,3,47,British,British,2,83392.0,10,no
1994,Spain,37.0,25,42,Australian,British,31,87201.0,10,no
1994,Spain,37.0,18,37,Italian,Swiss,29,85407.0,10,no
1994,Spain,37.0,23,37,French,French,20,86272.0,10,no
1994,Spain,37.0,12,15,Dutch,Italian,6,84643.0,10,no
1994,Spain,37.0,24,10,Japanese,French,19,87168.0,10,no
1994,Spain,37.0,15,8,British,British,8,85110.0,10,no
1994,Japan,45.0,2,50,British,British,0,97696.0,11,yes
1994,Japan,45.0,1,50,German,Italian,5,97209.0,11,yes
1994,Japan,45.0,7,50,French,Italian,27,97907.0,11,yes
1994,Japan,45.0,4,50,British,British,2,97768.0,11,no
1994,Japan,45.0,6,50,British,Irish,15,97880.0,11,no
1994,Japan,45.0,3,50,German,Swiss,30,97742.0,11,no
1994,Japan,45.0,8,50,Finnish,British,7,97998.0,11,no
1994,Japan,45.0,18,49,Brazilian,British,9,99868.0,11,no
1994,Japan,45.0,22,49,French,French,20,100978.0,11,no
1994,Japan,45.0,25,49,Finnish,British,11,101805.0,11,no
1994,Japan,45.0,19,49,French,French,26,100042.0,11,no
1994,Japan,45.0,24,48,Australian,British,31,101659.0,11,no
1994,Japan,45.0,17,48,Italian,British,12,99721.0,11,no
1994,Japan,45.0,13,26,British,British,4,99266.0,11,no
1994,Japan,45.0,10,16,Brazilian,Irish,14,98533.0,11,no
1994,Japan,45.0,9,13,British,British,8,98076.0,11,no
1994,Japan,45.0,12,13,Italian,British,10,99030.0,11,no
1994,Japan,45.0,11,10,Austrian,Italian,28,98570.0,11,no
1994,Japan,45.0,20,10,French,French,25,100577.0,11,no
1994,Japan,45.0,16,10,Italian,Italian,23,99548.0,11,no
1994,Japan,45.0,21,10,Italian,Italian,24,100652.0,11,no
1994,Japan,45.0,5,3,British,Italian,6,97828.0,11,no
1994,Japan,45.0,14,3,Japanese,British,3,99462.0,11,no
1994,Japan,45.0,26,3,Japanese,British,32,105004.0,11,no
1994,Japan,45.0,15,0,Finnish,Swiss,29,99483.0,11,no
1994,Japan,45.0,23,0,Japanese,French,19,100990.0,11,no
1994,Australia,58.0,1,81,British,British,2,76179.0,11,yes
1994,Australia,58.0,11,81,Austrian,Italian,28,78070.0,11,yes
1994,Australia,58.0,9,81,British,British,8,77950.0,11,yes
1994,Australia,58.0,5,81,Brazilian,Irish,14,77537.0,11,no
1994,Australia,58.0,12,80,French,French,26,78072.0,11,no
1994,Australia,58.0,8,80,French,Italian,27,77801.0,11,no
1994,Australia,58.0,10,80,German,Swiss,30,77962.0,11,no
1994,Australia,58.0,19,80,Brazilian,British,9,79061.0,11,no
1994,Australia,58.0,18,79,Italian,Italian,23,78957.0,11,no
1994,Australia,58.0,17,79,Finnish,Swiss,29,78806.0,11,no
1994,Australia,58.0,20,79,French,French,25,79153.0,11,no
1994,Australia,58.0,4,76,Finnish,British,7,76992.0,11,no
1994,Australia,58.0,16,69,Italian,Italian,24,78755.0,11,no
1994,Australia,58.0,13,66,British,British,4,78237.0,11,no
1994,Australia,58.0,25,56,Swiss,French,20,82422.0,11,no
1994,Australia,58.0,22,49,Finnish,British,11,79844.0,11,no
1994,Australia,58.0,24,49,Australian,British,31,80442.0,11,no
1994,Australia,58.0,14,40,Italian,British,12,78331.0,11,no
1994,Australia,58.0,3,35,British,British,0,76830.0,11,no
1994,Australia,58.0,2,35,German,Italian,5,76197.0,11,no
1994,Australia,58.0,26,21,Italian,British,32,82529.0,11,no
1994,Australia,58.0,15,19,Japanese,British,3,78411.0,11,no
1994,Australia,58.0,23,18,Japanese,French,19,80145.0,11,no
1994,Australia,58.0,21,17,Italian,British,10,79610.0,11,no
1994,Australia,58.0,6,15,British,Irish,15,77667.0,11,no
1994,Australia,58.0,7,13,British,Italian,6,77727.0,11,no
2010,Bahrain,7.0,3,49,Spanish,Italian,8,114612.0,3,yes
2010,Bahrain,7.0,2,49,Brazilian,Italian,7,115313.0,3,yes
2010,Bahrain,7.0,4,49,British,British,2,115341.0,3,yes
2010,Bahrain,7.0,1,49,German,Austrian,5,115029.0,3,no
2010,Bahrain,7.0,5,49,German,German,4,115463.0,3,no
2010,Bahrain,7.0,7,49,German,German,3,115593.0,3,no
2010,Bahrain,7.0,8,49,British,British,1,115715.0,3,no
2010,Bahrain,7.0,6,49,Australian,Austrian,6,115298.0,3,no
2010,Bahrain,7.0,12,49,Italian,Indian,15,115628.0,3,no
2010,Bahrain,7.0,11,49,Brazilian,British,9,115969.0,3,no
2010,Bahrain,7.0,9,49,Polish,French,11,115511.0,3,no
2010,Bahrain,7.0,10,49,German,Indian,14,115213.0,3,no
2010,Bahrain,7.0,18,49,Spanish,Italian,17,117071.0,3,no
2010,Bahrain,7.0,13,48,German,British,10,116375.0,3,no
2010,Bahrain,7.0,21,47,Finnish,Malaysian,19,120313.0,3,no
2010,Bahrain,7.0,15,46,Swiss,Italian,16,116189.0,3,no
2010,Bahrain,7.0,20,46,Italian,Malaysian,18,119852.0,3,no
2010,Bahrain,7.0,14,28,Spanish,Swiss,22,116428.0,3,no
2010,Bahrain,7.0,23,17,Brazilian,Spanish,21,123204.0,3,no
2010,Bahrain,7.0,19,16,German,British,24,119728.0,3,no
2010,Bahrain,7.0,17,13,Russian,French,12,116167.0,3,no
2010,Bahrain,7.0,16,11,Japanese,Swiss,23,116541.0,3,no
2010,Bahrain,7.0,22,2,Brazilian,British,25,120587.0,3,no
2010,Bahrain,7.0,24,1,Indian,Spanish,20,124904.0,3,no
2010,Australia,10.0,4,58,British,British,1,84897.0,3,yes
2010,Australia,10.0,9,58,Polish,French,11,85588.0,3,yes
2010,Australia,10.0,5,58,Brazilian,Italian,7,85548.0,3,yes
2010,Australia,10.0,3,58,Spanish,Italian,8,85082.0,3,no
2010,Australia,10.0,6,58,German,German,4,84788.0,3,no
2010,Australia,10.0,11,58,British,British,2,85046.0,3,no
2010,Australia,10.0,13,58,Italian,Indian,15,86170.0,3,no
2010,Australia,10.0,8,58,Brazilian,British,9,85702.0,3,no
2010,Australia,10.0,2,58,Australian,Austrian,6,85286.0,3,no
2010,Australia,10.0,7,58,German,German,3,85351.0,3,no
2010,Australia,10.0,17,58,Spanish,Italian,17,86095.0,3,no
2010,Australia,10.0,14,58,Spanish,Swiss,22,86089.0,3,no
2010,Australia,10.0,19,56,Finnish,Malaysian,19,88797.0,3,no
2010,Australia,10.0,22,53,Indian,Spanish,20,90613.0,3,no
2010,Australia,10.0,23,41,German,British,24,89592.0,3,no
2010,Australia,10.0,24,26,Brazilian,British,25,90185.0,3,no
2010,Australia,10.0,1,25,German,Austrian,5,84774.0,3,no
2010,Australia,10.0,10,9,German,Indian,14,85504.0,3,no
2010,Australia,10.0,18,9,Russian,French,12,86471.0,3,no
2010,Australia,10.0,21,4,Brazilian,Spanish,21,90526.0,3,no
2010,Australia,10.0,12,0,Swiss,Italian,16,86061.0,3,no
2010,Australia,10.0,15,0,German,British,10,85866.0,3,no
2010,Australia,10.0,16,0,Japanese,Swiss,23,86251.0,3,no
2010,Australia,10.0,20,0,Italian,Malaysian,18,89111.0,3,no
2010,Malaysia,18.0,3,56,German,Austrian,5,107632.0,4,yes
2010,Malaysia,18.0,1,56,Australian,Austrian,6,111886.0,4,yes
2010,Malaysia,18.0,2,56,German,German,4,112560.0,4,yes
2010,Malaysia,18.0,6,56,Polish,French,11,106283.0,4,no
2010,Malaysia,18.0,4,56,German,Indian,14,109479.0,4,no
2010,Malaysia,18.0,20,56,British,British,2,113050.0,4,no
2010,Malaysia,18.0,21,56,Brazilian,Italian,7,113283.0,4,no
2010,Malaysia,18.0,17,56,British,British,1,112211.0,4,no
2010,Malaysia,18.0,14,56,Spanish,Italian,17,108655.0,4,no
2010,Malaysia,18.0,5,56,German,British,10,109664.0,4,no
2010,Malaysia,18.0,13,56,Swiss,Italian,16,108945.0,4,no
2010,Malaysia,18.0,7,55,Brazilian,British,9,110301.0,4,no
2010,Malaysia,18.0,19,54,Spanish,Italian,8,113044.0,4,no
2010,Malaysia,18.0,24,53,Brazilian,British,25,119977.0,4,no
2010,Malaysia,18.0,22,53,Indian,Spanish,20,116299.0,4,no
2010,Malaysia,18.0,23,52,Brazilian,Spanish,21,117269.0,4,no
2010,Malaysia,18.0,18,51,Italian,Malaysian,18,112884.0,4,no
2010,Malaysia,18.0,15,46,Finnish,Malaysian,19,112875.0,4,no
2010,Malaysia,18.0,11,32,Russian,French,12,107952.0,4,no
2010,Malaysia,18.0,10,12,Italian,Indian,15,109922.0,4,no
2010,Malaysia,18.0,8,9,German,German,3,112239.0,4,no
2010,Malaysia,18.0,9,8,Japanese,Swiss,23,108467.0,4,no
2010,Malaysia,18.0,16,2,German,British,24,112398.0,4,no
2010,Malaysia,18.0,12,0,Spanish,Swiss,22,107153.0,4,no
2010,China,5.0,5,56,British,British,1,96122.0,4,yes
2010,China,5.0,6,56,British,British,2,95641.0,4,yes
2010,China,5.0,4,56,German,German,4,95952.0,4,yes
2010,China,5.0,3,56,Spanish,Italian,8,95987.0,4,no
2010,China,5.0,8,56,Polish,French,11,96348.0,4,no
2010,China,5.0,1,56,German,Austrian,5,96317.0,4,no
2010,China,5.0,14,56,Russian,French,12,97031.0,4,no
2010,China,5.0,2,56,Australian,Austrian,6,95978.0,4,no
2010,China,5.0,7,56,Brazilian,Italian,7,96076.0,4,no
2010,China,5.0,9,56,German,German,3,96484.0,4,no
2010,China,5.0,10,56,German,Indian,14,96671.0,4,no
2010,China,5.0,11,56,Brazilian,British,9,96664.0,4,no
2010,China,5.0,12,56,Spanish,Italian,17,96618.0,4,no
2010,China,5.0,21,55,Finnish,Malaysian,19,99520.0,4,no
2010,China,5.0,16,55,German,British,10,97049.0,4,no
2010,China,5.0,23,54,Brazilian,Spanish,21,100469.0,4,no
2010,China,5.0,24,52,Indian,Spanish,20,100578.0,4,no
2010,China,5.0,20,26,Italian,Malaysian,18,99399.0,4,no
2010,China,5.0,22,8,Brazilian,British,25,99783.0,4,no
2010,China,5.0,17,7,Spanish,Swiss,22,97050.0,4,no
2010,China,5.0,13,0,Swiss,Italian,16,96793.0,4,no
2010,China,5.0,15,0,Japanese,Swiss,23,97044.0,4,no
2010,China,5.0,18,0,Italian,Indian,15,97161.0,4,no
2010,China,5.0,19,0,German,British,24,99278.0,4,no
2010,Spain,109.0,1,66,Australian,Austrian,6,81412.0,5,yes
2010,Spain,109.0,4,66,Spanish,Italian,8,81957.0,5,yes
2010,Spain,109.0,2,66,German,Austrian,5,81680.0,5,yes
2010,Spain,109.0,6,66,German,German,3,82528.0,5,no
2010,Spain,109.0,5,66,British,British,1,81915.0,5,no
2010,Spain,109.0,9,66,Brazilian,Italian,7,82564.0,5,no
2010,Spain,109.0,11,66,German,Indian,14,82628.0,5,no
2010,Spain,109.0,7,66,Polish,French,11,82488.0,5,no
2010,Spain,109.0,17,65,Brazilian,British,9,83125.0,5,no
2010,Spain,109.0,15,65,Spanish,Italian,17,82593.0,5,no
2010,Spain,109.0,19,65,Russian,French,12,82976.0,5,no
2010,Spain,109.0,10,65,Japanese,Swiss,23,82577.0,5,no
2010,Spain,109.0,8,65,German,German,4,82419.0,5,no
2010,Spain,109.0,3,64,British,British,2,81723.0,5,no
2010,Spain,109.0,16,64,Italian,Indian,15,83084.0,5,no
2010,Spain,109.0,13,64,German,British,10,82857.0,5,no
2010,Spain,109.0,18,63,Italian,Malaysian,18,84674.0,5,no
2010,Spain,109.0,22,63,German,British,24,85475.0,5,no
2010,Spain,109.0,23,62,Brazilian,British,25,85556.0,5,no
2010,Spain,109.0,14,42,Swiss,Italian,16,82699.0,5,no
2010,Spain,109.0,24,27,Indian,Spanish,20,86750.0,5,no
2010,Spain,109.0,12,18,Spanish,Swiss,22,82211.0,5,no
2010,Spain,109.0,21,0,Brazilian,Spanish,21,87122.0,5,no
2010,Spain,109.0,20,0,Finnish,Malaysian,19,84748.0,5,no
2010,Monaco,7.0,1,78,Australian,Austrian,6,75035.0,5,yes
2010,Monaco,7.0,3,78,German,Austrian,5,75110.0,5,yes
2010,Monaco,7.0,2,78,Polish,French,11,75045.0,5,yes
2010,Monaco,7.0,4,78,Brazilian,Italian,7,74757.0,5,no
2010,Monaco,7.0,5,78,British,British,2,75676.0,5,no
2010,Monaco,7.0,24,78,Spanish,Italian,8,84503.0,5,no
2010,Monaco,7.0,6,78,German,German,4,75188.0,5,no
2010,Monaco,7.0,12,78,German,Indian,14,75445.0,5,no
2010,Monaco,7.0,10,78,Italian,Indian,15,75397.0,5,no
2010,Monaco,7.0,13,78,Swiss,Italian,16,75961.0,5,no
2010,Monaco,7.0,17,78,Spanish,Italian,17,76021.0,5,no
2010,Monaco,7.0,7,78,German,German,3,75649.0,5,no
2010,Monaco,7.0,14,73,Russian,French,12,75482.0,5,no
2010,Monaco,7.0,23,70,Indian,Spanish,20,79559.0,5,no
2010,Monaco,7.0,19,70,Italian,Malaysian,18,77134.0,5,no
2010,Monaco,7.0,18,58,Finnish,Malaysian,19,77094.0,5,no
2010,Monaco,7.0,22,58,Brazilian,Spanish,21,78509.0,5,no
2010,Monaco,7.0,9,30,Brazilian,British,9,75590.0,5,no
2010,Monaco,7.0,16,26,Japanese,Swiss,23,76175.0,5,no
2010,Monaco,7.0,21,25,Brazilian,British,25,77864.0,5,no
2010,Monaco,7.0,20,22,German,British,24,77377.0,5,no
2010,Monaco,7.0,15,21,Spanish,Swiss,22,75908.0,5,no
2010,Monaco,7.0,8,2,British,British,1,75623.0,5,no
2010,Monaco,7.0,11,0,German,British,10,76030.0,5,no
2010,Turkey,130.0,2,58,British,British,2,87667.0,5,yes
2010,Turkey,130.0,4,58,British,British,1,87555.0,5,yes
2010,Turkey,130.0,1,58,Australian,Austrian,6,87500.0,5,yes
2010,Turkey,130.0,5,58,German,German,3,87756.0,5,no
2010,Turkey,130.0,6,58,German,German,4,87649.0,5,no
2010,Turkey,130.0,7,58,Polish,French,11,87766.0,5,no
2010,Turkey,130.0,8,58,Brazilian,Italian,7,87993.0,5,no
2010,Turkey,130.0,12,58,Spanish,Italian,8,87857.0,5,no
2010,Turkey,130.0,11,58,German,Indian,14,87951.0,5,no
2010,Turkey,130.0,10,58,Japanese,Swiss,23,88158.0,5,no
2010,Turkey,130.0,13,58,Spanish,Swiss,22,88147.0,5,no
2010,Turkey,130.0,16,58,Spanish,Italian,17,88460.0,5,no
2010,Turkey,130.0,18,57,Italian,Indian,15,88958.0,5,no
2010,Turkey,130.0,15,57,Brazilian,British,9,88336.0,5,no
2010,Turkey,130.0,9,57,Russian,French,12,87620.0,5,no
2010,Turkey,130.0,14,57,Swiss,Italian,16,88534.0,5,no
2010,Turkey,130.0,17,57,German,British,10,88227.0,5,no
2010,Turkey,130.0,21,55,German,British,24,90744.0,5,no
2010,Turkey,130.0,23,55,Brazilian,British,25,91989.0,5,no
2010,Turkey,130.0,24,52,Indian,Spanish,20,92060.0,5,no
2010,Turkey,130.0,22,46,Brazilian,Spanish,21,91266.0,5,no
2010,Turkey,130.0,3,39,German,Austrian,5,87067.0,5,no
2010,Turkey,130.0,20,33,Finnish,Malaysian,19,90519.0,5,no
2010,Turkey,130.0,19,32,Italian,Malaysian,18,90237.0,5,no
2010,Canada,13.0,1,70,British,British,2,75889.0,6,yes
2010,Canada,13.0,4,70,British,British,1,76371.0,6,yes
2010,Canada,13.0,3,70,Spanish,Italian,8,76171.0,6,yes
2010,Canada,13.0,2,70,German,Austrian,5,76129.0,6,no
2010,Canada,13.0,7,70,Australian,Austrian,6,76423.0,6,no
2010,Canada,13.0,10,70,German,German,4,76350.0,6,no
2010,Canada,13.0,8,70,Polish,French,11,76370.0,6,no
2010,Canada,13.0,15,69,Swiss,Italian,16,77356.0,6,no
2010,Canada,13.0,5,69,Italian,Indian,15,77086.0,6,no
2010,Canada,13.0,9,69,German,Indian,14,76495.0,6,no
2010,Canada,13.0,13,69,German,German,3,76598.0,6,no
2010,Canada,13.0,16,69,Spanish,Italian,17,77027.0,6,no
2010,Canada,13.0,12,69,German,British,10,76770.0,6,no
2010,Canada,13.0,11,69,Brazilian,British,9,76880.0,6,no
2010,Canada,13.0,6,69,Brazilian,Italian,7,76673.0,6,no
2010,Canada,13.0,19,68,Finnish,Malaysian,19,78237.0,6,no
2010,Canada,13.0,14,68,Russian,French,12,76569.0,6,no
2010,Canada,13.0,24,66,Indian,Spanish,20,87757.0,6,no
2010,Canada,13.0,23,65,Brazilian,British,25,79675.0,6,no
2010,Canada,13.0,21,55,German,British,24,78941.0,6,no
2010,Canada,13.0,20,47,Italian,Malaysian,18,78698.0,6,no
2010,Canada,13.0,17,31,Spanish,Swiss,22,77611.0,6,no
2010,Canada,13.0,22,14,Brazilian,Spanish,21,79484.0,6,no
2010,Canada,13.0,18,1,Japanese,Swiss,23,78019.0,6,no
2010,Spain,4.0,1,57,German,Austrian,5,98324.0,6,yes
2010,Spain,4.0,3,57,British,British,2,98697.0,6,yes
2010,Spain,4.0,7,57,British,British,1,98360.0,6,yes
2010,Spain,4.0,9,57,Brazilian,British,9,98449.0,6,no
2010,Spain,4.0,6,57,Polish,French,11,98132.0,6,no
2010,Spain,4.0,13,57,German,Indian,14,99021.0,6,no
2010,Spain,4.0,18,57,Japanese,Swiss,23,99343.0,6,no
2010,Spain,4.0,4,57,Spanish,Italian,8,98472.0,6,no
2010,Spain,4.0,11,57,Swiss,Italian,16,99096.0,6,no
2010,Spain,4.0,12,57,German,German,4,98752.0,6,no
2010,Spain,4.0,5,57,Brazilian,Italian,7,98657.0,6,no
2010,Spain,4.0,16,57,Spanish,Swiss,22,99003.0,6,no
2010,Spain,4.0,17,57,Spanish,Italian,17,99128.0,6,no
2010,Spain,4.0,10,57,Russian,French,12,99004.0,6,no
2010,Spain,4.0,15,57,German,German,3,98994.0,6,no
